ts_code,trade_date,open,close,low,high
300014.SZ,20221220,92.38,89.36,89.0,92.62
300014.SZ,20221219,91.99,92.9,91.21,95.0
300014.SZ,20221216,92.1,91.2,90.29,94.94
300014.SZ,20221215,88.1,92.2,88.0,92.57
300014.SZ,20221214,89.46,88.35,87.61,89.46
300014.SZ,20221213,90.45,88.31,88.1,90.83
300014.SZ,20221212,90.25,90.25,89.0,92.2
300014.SZ,20221209,91.58,90.6,89.66,92.27
300014.SZ,20221208,90.48,91.6,90.02,93.02
300014.SZ,20221207,86.0,90.72,86.0,91.16
300014.SZ,20221206,83.32,86.17,82.68,86.92
300014.SZ,20221205,85.0,83.98,82.66,85.08
300014.SZ,20221202,84.13,84.33,83.88,85.85
300014.SZ,20221201,84.95,84.8,84.75,86.79
300014.SZ,20221130,81.58,82.95,80.59,83.79
300014.SZ,20221129,81.72,81.75,80.12,82.8
300014.SZ,20221128,79.0,81.66,78.01,82.38
300014.SZ,20221125,82.65,81.0,80.6,82.8
300014.SZ,20221124,84.4,83.3,82.3,85.1
300014.SZ,20221123,82.12,83.5,81.6,84.18
300014.SZ,20221122,84.29,82.65,82.06,84.68
300014.SZ,20221121,83.91,85.06,82.88,85.83
300014.SZ,20221118,84.56,83.8,83.11,85.95
300014.SZ,20221117,85.55,83.92,82.21,85.98
300014.SZ,20221116,88.55,86.6,86.5,89.4
300014.SZ,20221115,88.36,89.45,85.25,89.55
300014.SZ,20221114,94.1,88.36,87.51,96.47
300014.SZ,20221111,95.01,93.8,92.59,95.9
300014.SZ,20221110,93.85,91.35,90.4,94.4
300014.SZ,20221109,96.27,95.05,94.89,97.3
300014.SZ,20221108,97.49,96.63,95.69,100.47
300014.SZ,20221107,96.3,97.36,95.51,98.64
300014.SZ,20221104,89.25,95.46,88.98,96.28
300014.SZ,20221103,88.77,89.25,88.1,90.88
300014.SZ,20221102,83.85,89.3,83.66,89.87
300014.SZ,20221101,83.2,85.12,78.4,85.5
300014.SZ,20221031,82.46,83.04,81.72,84.86
300014.SZ,20221028,90.0,83.46,82.65,91.27
300014.SZ,20221027,94.1,90.8,90.5,97.45
300014.SZ,20221026,93.0,92.72,90.63,94.36
300014.SZ,20221025,89.33,92.0,88.8,93.8
300014.SZ,20221024,92.31,89.35,88.0,93.0
300014.SZ,20221021,93.5,93.09,91.28,95.58
300014.SZ,20221020,94.68,93.88,92.11,96.23
300014.SZ,20221019,91.98,96.22,91.75,98.56
300014.SZ,20221018,92.02,91.52,91.11,93.7
300014.SZ,20221017,91.21,91.49,89.8,92.7
300014.SZ,20221014,92.33,92.0,89.0,93.0
300014.SZ,20221013,91.85,91.3,90.57,94.28
300014.SZ,20221012,86.93,93.13,86.27,93.13
300014.SZ,20221011,84.89,87.16,84.25,88.2
300014.SZ,20221010,84.59,82.1,82.01,85.29
300014.SZ,20220930,87.0,84.6,83.5,88.15
300014.SZ,20220929,88.89,87.18,86.5,89.28
300014.SZ,20220928,90.73,87.64,85.06,90.84
300014.SZ,20220927,90.87,90.03,88.5,91.37
300014.SZ,20220926,87.1,89.97,86.8,91.8
300014.SZ,20220923,88.0,88.66,86.8,91.2
300014.SZ,20220922,85.5,88.6,84.6,89.47
300014.SZ,20220921,84.25,86.4,83.55,87.46
300014.SZ,20220920,85.09,85.18,84.88,88.19
300014.SZ,20220919,80.88,84.1,80.7,86.18
300014.SZ,20220916,85.18,81.0,81.0,85.4
300014.SZ,20220915,91.44,84.71,83.97,92.0
300014.SZ,20220914,95.1,91.43,91.0,96.14
300014.SZ,20220913,97.76,96.98,95.08,98.99
300014.SZ,20220909,94.95,94.51,93.8,95.96
300014.SZ,20220908,98.0,95.0,94.38,98.76
300014.SZ,20220907,94.0,98.49,93.36,99.6
300014.SZ,20220906,96.0,94.8,90.12,96.3
300014.SZ,20220905,93.77,95.59,93.01,97.18
300014.SZ,20220902,96.0,94.66,93.33,97.0
300014.SZ,20220901,95.0,94.59,93.77,97.31
300014.SZ,20220831,99.5,94.99,93.69,101.13
300014.SZ,20220830,101.8,100.55,98.99,102.68
300014.SZ,20220829,99.2,101.92,99.2,102.35
300014.SZ,20220826,103.0,101.3,100.64,104.85
