ts_code,trade_date,open,close,low,high
603195.SH,20221220,141.12,138.67,137.0,142.18
603195.SH,20221219,144.98,141.67,141.16,147.99
603195.SH,20221216,142.59,142.49,141.3,144.5
603195.SH,20221215,145.12,142.89,141.02,146.95
603195.SH,20221214,144.45,144.56,143.4,147.53
603195.SH,20221213,143.35,144.0,142.01,146.0
603195.SH,20221212,147.0,142.98,142.91,147.05
603195.SH,20221209,145.08,147.46,143.8,148.44
603195.SH,20221208,145.6,145.35,143.5,145.6
603195.SH,20221207,146.91,145.3,143.57,146.91
603195.SH,20221206,144.17,146.95,142.0,147.8
603195.SH,20221205,140.25,144.25,139.9,145.0
603195.SH,20221202,141.99,140.0,138.6,141.99
603195.SH,20221201,138.0,142.0,138.0,145.47
603195.SH,20221130,137.95,136.45,136.01,139.4
603195.SH,20221129,133.94,137.95,133.0,141.0
603195.SH,20221128,133.8,130.95,129.8,135.0
603195.SH,20221125,129.39,133.75,129.06,136.23
603195.SH,20221124,130.9,129.52,129.21,132.0
603195.SH,20221123,131.09,130.17,129.13,131.67
603195.SH,20221122,133.4,131.89,131.34,134.26
603195.SH,20221121,134.88,133.4,131.35,135.2
603195.SH,20221118,136.13,134.66,134.55,136.74
603195.SH,20221117,138.6,135.97,135.5,138.6
603195.SH,20221116,138.0,137.83,137.0,139.8
603195.SH,20221115,137.24,138.89,136.01,139.78
603195.SH,20221114,140.1,137.24,136.22,144.37
603195.SH,20221111,133.05,138.97,131.8,140.2
603195.SH,20221110,131.0,131.02,128.66,131.5
603195.SH,20221109,129.49,131.26,129.49,134.5
603195.SH,20221108,131.17,129.5,128.6,131.37
603195.SH,20221107,128.97,131.06,127.7,133.0
603195.SH,20221104,127.5,129.28,126.3,132.65
603195.SH,20221103,126.99,127.71,125.06,128.88
603195.SH,20221102,122.05,127.6,121.5,128.38
603195.SH,20221101,119.8,121.93,117.7,122.5
603195.SH,20221031,122.8,119.67,118.88,123.25
603195.SH,20221028,124.88,122.7,122.5,125.97
603195.SH,20221027,125.7,125.86,125.11,127.3
603195.SH,20221026,125.3,125.7,125.0,126.99
603195.SH,20221025,123.84,125.3,122.0,126.3
603195.SH,20221024,128.71,124.2,123.99,128.83
603195.SH,20221021,128.0,129.2,125.71,129.2
603195.SH,20221020,129.0,127.88,126.68,130.32
603195.SH,20221019,134.2,130.13,129.61,134.21
603195.SH,20221018,136.34,134.69,134.11,137.16
603195.SH,20221017,138.0,136.61,135.68,138.97
603195.SH,20221014,138.8,138.46,136.27,139.3
603195.SH,20221013,136.28,137.3,135.06,139.8
603195.SH,20221012,135.01,136.68,134.7,136.68
603195.SH,20221011,136.39,136.01,134.5,137.5
603195.SH,20221010,140.5,136.39,136.01,142.1
603195.SH,20220930,142.11,140.5,139.77,144.68
603195.SH,20220929,141.55,143.64,141.46,144.94
