ts_code,trade_date,open,close,low,high
603986.SH,20221220,100.58,101.25,100.05,102.29
603986.SH,20221219,102.64,100.58,100.08,104.3
603986.SH,20221216,104.93,103.62,102.53,105.63
603986.SH,20221215,104.48,106.24,104.03,108.0
603986.SH,20221214,112.5,104.5,104.3,113.0
603986.SH,20221213,105.9,107.82,103.86,108.77
603986.SH,20221212,99.41,106.7,99.05,109.3
603986.SH,20221209,98.66,99.36,98.66,100.62
603986.SH,20221208,100.09,98.48,98.02,100.09
603986.SH,20221207,101.11,100.1,99.65,101.73
603986.SH,20221206,99.62,102.13,99.26,103.1
603986.SH,20221205,98.7,99.99,98.3,100.3
603986.SH,20221202,100.5,98.7,98.66,102.0
603986.SH,20221201,103.0,101.69,101.31,104.76
603986.SH,20221130,101.34,100.79,100.35,102.36
603986.SH,20221129,97.5,102.1,97.5,103.5
603986.SH,20221128,99.01,98.06,97.34,100.54
603986.SH,20221125,98.63,100.38,98.21,101.0
603986.SH,20221124,99.54,98.63,98.08,100.58
603986.SH,20221123,100.15,99.6,97.36,101.15
603986.SH,20221122,100.38,100.72,99.49,102.3
603986.SH,20221121,102.0,100.38,99.8,103.9
603986.SH,20221118,105.8,103.75,103.37,108.77
603986.SH,20221117,101.38,107.96,98.58,112.0
603986.SH,20221116,103.0,103.25,101.1,104.98
603986.SH,20221115,92.06,101.97,91.56,101.97
603986.SH,20221114,89.3,92.7,89.16,96.07
603986.SH,20221111,90.0,89.08,88.95,92.47
603986.SH,20221110,87.74,86.77,86.3,89.34
603986.SH,20221109,88.95,88.16,88.05,89.37
603986.SH,20221108,90.34,88.95,88.46,90.77
603986.SH,20221107,90.8,90.11,89.51,91.8
603986.SH,20221104,90.19,90.97,88.7,92.25
603986.SH,20221103,86.0,90.25,85.68,90.78
603986.SH,20221102,85.86,87.25,85.1,88.5
603986.SH,20221101,82.9,85.86,80.5,86.0
603986.SH,20221031,79.5,82.27,77.5,84.82
603986.SH,20221028,86.01,82.99,82.7,88.08
603986.SH,20221027,86.85,86.81,85.6,88.79
603986.SH,20221026,84.01,86.6,83.42,87.99
603986.SH,20221025,85.0,83.8,83.57,86.7
603986.SH,20221024,85.18,85.5,84.0,90.29
603986.SH,20221021,86.46,85.18,84.46,86.88
603986.SH,20221020,83.3,87.47,82.86,89.43
603986.SH,20221019,85.0,84.1,84.1,86.05
603986.SH,20221018,87.0,85.4,85.24,87.25
603986.SH,20221017,84.92,86.77,84.6,87.24
603986.SH,20221014,83.83,86.43,83.2,86.87
603986.SH,20221013,82.99,82.3,82.16,85.08
603986.SH,20221012,83.4,83.43,79.53,83.62
603986.SH,20221011,85.49,83.38,82.61,85.87
603986.SH,20221010,91.0,85.5,85.1,91.85
603986.SH,20220930,96.2,93.75,93.71,96.58
603986.SH,20220929,98.19,96.24,95.88,99.3
603986.SH,20220928,99.1,97.4,97.4,99.99
603986.SH,20220927,98.24,99.91,97.85,100.12
603986.SH,20220926,97.36,98.35,97.03,99.56
603986.SH,20220923,100.58,98.24,97.51,101.3
603986.SH,20220922,100.98,101.06,100.0,102.8
603986.SH,20220921,104.66,102.3,100.6,105.39
603986.SH,20220920,105.5,105.44,104.11,106.08
603986.SH,20220919,106.0,104.55,104.4,107.15
603986.SH,20220916,108.27,106.21,106.21,110.39
603986.SH,20220915,112.55,108.6,107.92,112.93
603986.SH,20220914,111.0,112.42,111.0,113.5
603986.SH,20220913,116.49,114.19,114.14,116.79
603986.SH,20220909,116.0,114.92,113.12,116.29
603986.SH,20220908,116.49,115.3,115.11,116.73
603986.SH,20220907,112.78,116.63,112.77,117.96
603986.SH,20220906,112.22,112.71,109.8,112.96
603986.SH,20220905,112.6,111.22,109.51,112.82
603986.SH,20220902,112.71,113.25,112.61,114.68
603986.SH,20220901,116.01,112.95,112.88,116.9
603986.SH,20220831,112.21,115.97,111.55,117.0
603986.SH,20220830,114.16,112.52,112.23,115.42
603986.SH,20220829,114.0,114.49,113.14,116.44
603986.SH,20220826,114.35,114.9,114.1,116.55
603986.SH,20220825,115.14,114.35,110.57,115.66
603986.SH,20220824,118.16,114.97,114.52,118.48
