ts_code,trade_date,open,close,low,high
300274.SZ,20221220,96.81,97.15,95.88,99.5
300274.SZ,20221219,98.03,97.31,96.56,100.6
300274.SZ,20221216,99.78,98.0,97.35,100.25
300274.SZ,20221215,98.64,100.33,97.71,100.49
300274.SZ,20221214,100.99,98.41,97.16,101.8
300274.SZ,20221213,105.0,100.71,100.61,105.9
300274.SZ,20221212,105.82,104.92,104.58,107.2
300274.SZ,20221209,107.28,106.8,104.6,107.98
300274.SZ,20221208,105.95,107.22,105.22,110.8
300274.SZ,20221207,104.1,106.13,104.1,107.57
300274.SZ,20221206,108.47,105.41,101.7,108.55
300274.SZ,20221205,114.88,108.58,106.66,115.0
300274.SZ,20221202,116.57,120.09,115.33,122.0
300274.SZ,20221201,116.09,115.91,114.2,117.9
300274.SZ,20221130,114.0,115.0,113.32,116.33
300274.SZ,20221129,116.0,114.66,113.51,116.75
300274.SZ,20221128,111.0,116.91,110.88,117.77
300274.SZ,20221125,116.22,113.89,113.8,117.71
300274.SZ,20221124,116.81,119.03,116.21,121.09
300274.SZ,20221123,111.2,117.81,110.02,118.68
300274.SZ,20221122,114.7,110.88,110.29,114.8
300274.SZ,20221121,115.0,114.8,114.0,117.2
300274.SZ,20221118,115.5,114.89,111.5,117.99
300274.SZ,20221117,115.15,115.05,113.0,117.73
300274.SZ,20221116,118.0,115.9,114.92,119.18
300274.SZ,20221115,115.5,118.99,115.5,119.0
300274.SZ,20221114,122.1,115.96,113.99,122.9
300274.SZ,20221111,127.0,123.57,121.96,127.5
300274.SZ,20221110,124.08,122.1,121.0,126.98
300274.SZ,20221109,127.1,126.02,125.34,127.99
300274.SZ,20221108,133.23,128.9,124.63,134.05
300274.SZ,20221107,138.0,134.06,133.21,139.95
300274.SZ,20221104,134.71,139.4,134.04,140.41
300274.SZ,20221103,131.77,135.5,131.6,137.88
300274.SZ,20221102,133.0,133.08,131.46,135.38
300274.SZ,20221101,132.0,134.99,130.96,135.5
300274.SZ,20221031,127.0,130.92,126.79,133.0
300274.SZ,20221028,131.1,129.13,128.8,135.39
300274.SZ,20221027,142.0,133.02,132.2,144.0
300274.SZ,20221026,130.7,132.7,127.4,135.0
300274.SZ,20221025,126.3,129.66,125.02,133.3
300274.SZ,20221024,129.59,126.0,125.58,130.66
300274.SZ,20221021,126.64,131.99,126.35,133.76
300274.SZ,20221020,131.01,128.0,126.3,131.77
300274.SZ,20221019,134.0,132.3,131.88,138.98
300274.SZ,20221018,129.15,134.77,127.5,138.87
300274.SZ,20221017,130.0,129.08,125.8,131.0
300274.SZ,20221014,130.35,131.98,124.8,135.1
300274.SZ,20221013,125.0,127.9,124.0,132.27
300274.SZ,20221012,116.65,126.0,113.9,126.0
300274.SZ,20221011,112.45,116.6,111.4,118.69
300274.SZ,20221010,111.0,112.43,110.36,115.88
300274.SZ,20220930,111.5,110.62,108.0,114.77
300274.SZ,20220929,114.83,113.5,109.5,115.1
300274.SZ,20220928,120.0,113.27,112.38,121.0
300274.SZ,20220927,120.6,119.0,116.6,121.35
300274.SZ,20220926,112.99,120.02,112.0,122.19
300274.SZ,20220923,116.3,112.95,109.5,117.0
300274.SZ,20220922,111.3,114.15,109.51,116.86
300274.SZ,20220921,113.01,112.8,111.5,116.3
300274.SZ,20220920,111.7,114.15,111.2,118.3
300274.SZ,20220919,109.03,109.42,108.05,113.33
300274.SZ,20220916,107.2,110.09,107.2,113.93
300274.SZ,20220915,117.63,107.6,105.98,119.0
300274.SZ,20220914,116.38,117.58,115.69,121.36
